"MOV Darkman (1990)","(u'Goldin, Daniel (I)', None, None, u' (screenplay)') ","(u'Raimi, Sam', None, None, None)" ",,"(u'Neeson, Liam', u'Peyton Westlake/Darkman', 1, None) ",
"MOV Darkness Falls (2003)","(u'Fasano, John', None, None, u' (screenplay)') ","(u'Liebesman, Jonathan', None, None, None)" ",,"(u'Kley, Chaney', u'Kyle Walsh', 1, None) ",
"MOV Dawn of the Dead (1978)","(u'Romero, George A. (I)', None, None, u' (written by)')" ","(u'Romero, George A. (I)', None, None, None)" ",,"(u'Emge, David', u'Stephen', 1, None) ",
"MOV Dawn of the Dead (2004)","(u'Gunn, James (II)', None, None, u' (screenplay)') ","(u'Snyder, Zack', None, None, None)" ",,"(u'Polley, Sarah (I)', u'Ana', 1, None) ",
"MOV The Day After Tomorrow (2004)","(u'Emmerich, Roland', None, None, u' (screenplay)') ","(u'Emmerich, Roland', None, None, None)" ",,"(u'Quaid, Dennis', u'Jack Hall', 1, None) ",
"MOV Day of the Dead (1985)","(u'Romero, George A. (I)', None, None, u' (written by)')" ","(u'Romero, George A. (I)', None, None, None)" ",,"(u'Cardille, Lori', u'Sarah', 1, None) ",
"MOV The Day the Earth Stood Still (1951)","(u'Bates, Harry (I)', None, None, u' (based on a story by)') ","(u'Wise, Robert (I)', None, None, None)" ",,"(u'Rennie, Michael (I)', u'Klaatu', 1, None) ",
"MOV Dayereh (2000)","(u'Panahi, Jafar', None, None, u' (idea)') ","(u'Panahi, Jafar', None, None, None)" ",,"(u'Mamizadeh, Nargess', u'Nargess', 1, None) ",
"MOV Daylight (1996)","(u'Bohem, Leslie', None, None, u' (written by)')" ","(u'Cohen, Rob (I)', None, None, None)" ",,"(u'Stallone, Sylvester', u'Kit Latura', 1, None) ",
"MOV Days of Thunder (1990)","(u'Cruise, Tom', None, None, u' (story)') ","(u'Scott, Tony (I)', None, None, None)" ",,"(u'Cruise, Tom', u'Cole Trickle', 1, None) ",
"MOV Dead & Buried (1981)","(u'Millar, Jeff (I)', None, None, u' (story)') ","(u'Sherman, Gary (I)', None, None, u' (as Gary A. Sherman)')" ",,"(u'Farentino, James', u'Sheriff Dan Gillis', 1, None) ",
"MOV Dead End (1937)","(u'Hellman, Lillian', None, None, u' (screen play)') ","(u'Wyler, William', None, None, None)" ",,"(u'Sidney, Sylvia (I)', u'Drina', 1, None) ",
"MOV Dead Man (1995)","(u'Jarmusch, Jim', None, None, u' (written by)')" ","(u'Jarmusch, Jim', None, None, None)" ",,"(u'Depp, Johnny', u'William Blake', 1, None) ",
"MOV Dead Man Walking (1995)","(u'Prejean, Helen', None, None, u' (book "Dead Man Walking")') ","(u'Robbins, Tim (I)', None, None, None)" ",,"(u'Sarandon, Susan (I)', u'Sister Helen Prejean', 1, None) ",
"MOV Dead Man on Campus (1998)","(u'Abrams, Anthony', None, None, u' (story)') ","(u'Cohn, Alan', None, None, None)" ",,"(u'Everett Scott, Tom', u'Josh', 1, None) ",
"MOV Dead Man's Curve (1998)","(u'Rosen, Dan (I)', None, None, u' (written by)')" ","(u'Rosen, Dan (I)', None, None, None)" ",,"(u'Lillard, Matthew', u'Tim', 1, None) ",
"MOV Dead Poets Society (1989)","(u'Schulman, Tom', None, None, u' (written by)')" ","(u'Weir, Peter (I)', None, None, None)" ",,"(u'Williams, Robin (I)', u'John Keating', 1, None) ",
"MOV Dead Presidents (1995)","(u'Brown, Michael Henry', None, None, u' (screenplay)') ","(u'Hughes, Albert (I)', None, None, u' (as The Hughes Brothers)') ",,"(u'Tate, Larenz', u'Anthony Curtis', 1, None) ",
"MOV The Dead Zone (1983)","(u'Boam, Jeffrey', None, None, u' (screenplay)') ","(u'Cronenberg, David', None, None, None)" ",,"(u'Walken, Christopher', u'Johnny Smith', 1, None) ",
"MOV Death Becomes Her (1992)","(u'Donovan, Martin (I)', None, None, u' (written by)') ","(u'Zemeckis, Robert', None, None, None)" ",,"(u'Streep, Meryl', u'Madeline Ashton', 1, None) ",
"MOV Death Race 2000 (1975)","(u'Griffith, Charles B.', None, None, u' (screenplay)') ","(u'Bartel, Paul (I)', None, None, None)" ",,"(u'Carradine, David', u'Frankenstein', 1, None) ",
"MOV Death to Smoochy (2002)","(u'Resnick, Adam', None, None, u' (written by)')" ","(u'DeVito, Danny', None, None, None)" ",,"(u'Williams, Robin (I)', u'Rainbow Randolph', 1, None) ",
"MOV Deconstructing Harry (1997)","(u'Allen, Woody', None, None, u' (written by)')" ","(u'Allen, Woody', None, None, None)" ",,"(u'Davis, Judy (I)', u'Lucy', 1, None) ",
"MOV Deep Blue Sea (1999)","(u'Kennedy, Duncan (I)', None, None, u' (written by)') ","(u'Harlin, Renny', None, None, None)" ",,"(u'Jane, Thomas', u'Carter Blake', 1, None) ",
"MOV The Deep End of the Ocean (1999)","(u'Mitchard, Jacquelyn', None, None, u' (book)') ","(u'Grosbard, Ulu', None, None, None)" ",,"(u'Pfeiffer, Michelle', u'Beth Cappadora', 1, None) ",
"MOV The Deep End (2001)","(u'Holding, Elisabeth Sanxay', None, None, u' (novel "The Blank Wall")') ","(u'McGehee, Scott', None, None, u' (as Scott Mcgehee)') ",,"(u'Swinton, Tilda', u'Margaret Hall', 1, None) ",
"MOV Deep Impact (1998)","(u'Rubin, Bruce Joel', None, None, u' (written by)') ","(u'Leder, Mimi', None, None, None)" ",,"(u'Duvall, Robert', u'Spurgeon Tanner', 1, None) ",
"MOV Deep Rising (1998)","(u'Sommers, Stephen', None, None, u' (written by)')" ","(u'Sommers, Stephen', None, None, None)" ",,"(u'Williams, Treat', u'John Finnegan', 1, None) ",
"MOV Deep Throat (1972)","(u'Damiano, Gerard', None, None, u' (written by)')" ","(u'Damiano, Gerard', None, None, u' (as Jerry Gerard)')" ",,"(u'Reems, Harry (I)', u'Dr. Young', 1, None) ",
"MOV The Deep (1977)","(u'Benchley, Peter', None, None, u' (novel)') ","(u'Yates, Peter (I)', None, None, None)" ",,"(u'Bisset, Jacqueline (I)', u'Gail Berke', 1, None) ",
"MOV The Deer Hunter (1978)","(u'Cimino, Michael (I)', None, None, u' (story)') ","(u'Cimino, Michael (I)', None, None, None)" ",,"(u'De Niro, Robert', u'Michael', 1, None) ",
"MOV Deliverance (1972)","(u'Boorman, John', None, None, u' (additional dialogue)') ","(u'Boorman, John', None, None, None)" ",,"(u'Voight, Jon', u'Ed', 1, None) ",
"MOV Dellamorte Dellamore (1994)","(u'Romoli, Gianni', None, None, u' (as Giovanni Romoli)') ","(u'Soavi, Michele', None, None, None)" ",,"(u'Everett, Rupert', u'Francesco Dellamorte', 1, None) ",
"MOV Dementia 13 (1963)","(u'Coppola, Francis Ford', None, None, u' (written by)') ","(u'Coppola, Francis Ford', None, None, u' (as Francis Coppola)')" ",,"(u'Campbell, William (I)', u'Richard Haloran', 1, None) ",
"MOV Demon Knight (1995)","" ","" ",,"" ",
"MOV Demoni (1985)","" ","" ",,"" ",
"MOV Derailed (2002)","(u'Anderson, Jace (I)', None, None, u' (screenplay)') ","(u'Misiorowski, Bob', None, None, None)" ",,"(u'Van Damme, Jean-Claude', u'Jacques Kristoff', 1, None) ",
"MOV Dersu Uzala (1975)","(u'Arsenev, Vladimir', None, None, u' (novel "Dersu, okhotnik")') ","(u'Kurosawa, Akira', None, None, u' (as Akira Kurosava)')" ",,"(u'Solomin, Yuriy', u'Arsenev', 1, None) ",
"MOV Desperado (1995)","(u'Rodriguez, Robert (I)', None, None, u' (written by)')" ","(u'Rodriguez, Robert (I)', None, None, None)" ",,"(u'Banderas, Antonio', u'El Mariachi', 1, None) ",
"MOV The Desperate Hours (1955)","(u'Dratler, Jay', None, None, u' (contributor to screenplay construction)') ","(u'Wyler, William', None, None, None)" ",,"(u'Bogart, Humphrey', u'Glenn Griffin', 1, None) ",
"MOV Desperately Seeking Susan (1985)","(u'Barish, Leora', None, None, u' (written by)')" ","(u'Seidelman, Susan', None, None, None)" ",,"(u'Arquette, Rosanna', u"Roberta Glass/'Susan'", 1, None) ",
"MOV Deterrence (1999)","(u'Lurie, Rod', None, None, u' (written by)')" ","(u'Lurie, Rod', None, None, None)" ",,"(u'Pollak, Kevin (I)', u'President Walter Emerson', 1, None) ",
"MOV Detour (1945)","(u'Goldsmith, Martin (I)', None, None, u' (original story)') ","(u'Ulmer, Edgar G.', None, None, None)" ",,"(u'Neal, Tom (I)', u'Al Roberts', 1, None) ",
"MOV Detroit Rock City (1999)","" ","" ",,"" ",
"MOV Deuce Bigalow: Male Gigolo (1999)","(u'Goldberg, Harris', None, None, u' (written by)') ","(u'Mitchell, Mike (VI)', None, None, None)" ",,"(u'Schneider, Rob (I)', u'Deuce Bigalow', 1, None) ",
"MOV Deuces Wild (2002)","(u'Gambale, Christopher', None, None, u' (written by)') ","(u'Kalvert, Scott', None, None, None)" ",,"(u'Dorff, Stephen', u'Leon', 1, None) ",
"MOV The Devil's Advocate (1997)","(u'Gilroy, Tony (I)', None, None, u' (screenplay)') ","(u'Hackford, Taylor', None, None, None)" ",,"(u'Reeves, Keanu', u'Kevin Lomax', 1, None) ",
"MOV The Devil's Own (1997)","(u'Cohen, David Aaron', None, None, u' (screenplay)') ","(u'Pakula, Alan J.', None, None, None)" ",,"(u'Ford, Harrison (I)', u"Tom O'Meara", 1, None) ",
"MOV Diabolik (1968)","(u'Baracco, Adriano', None, None, u' (story)') ","(u'Bava, Mario', None, None, None)" ",,"(u'Law, John Phillip', u'Diabolik', 1, None) ",
"MOV Dial M for Murder (1954)","(u'Knott, Frederick', None, None, u' (adapted from his play)') ","(u'Hitchcock, Alfred (I)', None, None, None)" ",,"(u'Milland, Ray', u'Tony Wendice', 1, None) ",
"MOV Diamonds Are Forever (1971)","(u'Fleming, Ian (I)', None, None, u' (novel: Diamonds Are Forever)') ","(u'Hamilton, Guy (I)', None, None, None)" ",,"(u'Connery, Sean', u'James Bond', 1, None) ",
"MOV Diary of a Mad Black Woman (2005)","(u'Perry, Tyler (I)', None, None, u' (play)') ","(u'Grant, Darren', None, None, None)" ",,"(u'Elise, Kimberly', u'Helen', 1, None) ",
"MOV Dick (1999)","(u'Fleming, Andrew (I)', None, None, u' (written by)') ","(u'Fleming, Andrew (I)', None, None, None)" ",,"(u'Dunst, Kirsten', u'Betsy Jobs', 1, None) ",
"MOV Dick Tracy (1990)","(u'Cash, Jim (I)', None, None, u' (written by)') ","(u'Beatty, Warren (I)', None, None, None)" ",,"(u'Beatty, Warren (I)', u'Dick Tracy', 1, None) ",
"MOV Dickie Roberts: Former Child Star (2003)","(u'Spade, David', None, None, u' (written by)') ","(u'Weisman, Sam (I)', None, None, None)" ",,"(u'Spade, David', u'Dickie Roberts', 1, None) ",
"MOV Die Another Day (2002)","(u'Fleming, Ian (I)', None, None, u' (characters)') ","(u'Tamahori, Lee', None, None, None)" ",,"(u'Brosnan, Pierce', u'James Bond', 1, None) ",
"MOV Die Hard (1988)","(u'de Souza, Steven E.', None, None, u' (screenplay)') ","(u'McTiernan, John (I)', None, None, None)" ",,"(u'Willis, Bruce', u'Officer John McClane', 1, None) ",
"MOV Die Hard 2 (1990)","(u'de Souza, Steven E.', None, None, u' (screenplay)') ","(u'Harlin, Renny', None, None, None)" ",,"(u'Willis, Bruce', u'Lt. John McClane', 1, None) ",
"MOV Die Hard: With a Vengeance (1995)","(u'Hensleigh, Jonathan', None, None, u' (written by)') ","(u'McTiernan, John (I)', None, None, None)" ",,"(u'Willis, Bruce', u'John McClane', 1, None) ",
"MOV Die xue jie tou (1990)","" ","" ",,"" ",
"MOV Diner (1982)","(u'Levinson, Barry (I)', None, None, u' (written by)')" ","(u'Levinson, Barry (I)', None, None, None)" ",,"(u'Guttenberg, Steve', u"Edward 'Eddie' Simmons", 1, None) ",
"MOV Dinner at Eight (1933)","(u'Ferber, Edna', None, None, u' (from the Sam H. Harris stage play by)') ","(u'Cukor, George', None, None, None)" ",,"(u'Dressler, Marie', u'Carlotta Vance', 1, None) ",
"MOV Dinosaur (2000)","(u'Enriquez, Thom', None, None, u' (story)') ","(u'Leighton, Eric (I)', None, None, None) ",,"(u'Sweeney, D.B.', u'Aladar', 1, u' (voice)') ",
"MOV Dirty Dancing (1987)","(u'Bergstein, Eleanor', None, None, u' (written by)')" ","(u'Ardolino, Emile', None, None, None)" ",,"(u'Grey, Jennifer', u'Baby Houseman', 1, None) ",
"MOV Dirty Pretty Things (2002)","(u'Knight, Steven (I)', None, None, u' (written by)')" ","(u'Frears, Stephen', None, None, None)" ",,"(u'Ejiofor, Chiwetel', u'Okwe', 1, None) ",
"MOV Dirty Work (1998)","(u'MacDonald, Norm (I)', None, None, u' (written by)') ","(u'Saget, Bob', None, None, None)" ",,"(u'MacDonald, Norm (I)', u'Mitch Weaver', 1, None) ",
"MOV Disturbing Behavior (1998)","(u'Rosenberg, Scott', None, None, u' (written by)')" ","(u'Nutter, David (I)', None, None, None)" ",,"(u'Marsden, James (I)', u'Steve Clark', 1, None) ",
"MOV Divine Secrets of the Ya-Ya Sisterhood (2002)","(u'Andrus, Mark (I)', None, None, u' (adaptation)') ","(u'Khouri, Callie', None, None, None)" ",,"(u'Bullock, Sandra', u"Siddalee 'Sidda' Walker", 1, None) ",
"MOV Do the Right Thing (1989)","(u'Lee, Spike', None, None, u' (written by)')" ","(u'Lee, Spike', None, None, None)" ",,"(u'Aiello, Danny', u"Salvatore 'Sal' Fragione", 1, None) ",
"MOV Doctor Dolittle (1967)","(u'Bricusse, Leslie', None, None, u' (screenplay)') ","(u'Fleischer, Richard', None, None, None)" ",,"(u'Harrison, Rex (I)', u'Dr. John Dolittle', 1, None) ",
"MOV Doctor Dolittle (1998)","(u'Levin, Larry (I)', None, None, u' (screenplay)') ","(u'Thomas, Betty (I)', None, None, None)" ",,"(u'Murphy, Eddie (I)', u'Dr. John Dolittle', 1, None) ",
"MOV Doctor Zhivago (1965)","(u'Bolt, Robert', None, None, u' (screenplay)') ","(u'Lean, David (I)', None, None, None)" ",,"(u'Sharif, Omar', u'Yuri', 1, None) ",
"MOV Dodgeball: A True Underdog Story (2004)","(u'Thurber, Rawson Marshall', None, None, u' (written by)')" ","(u'Thurber, Rawson Marshall', None, None, None)" ",,"(u'Vaughn, Vince (I)', u'Peter La Fleur', 1, None) ",
"MOV Dogma (1999)","(u'Smith, Kevin (I)', None, None, u' (written by)')" ","(u'Smith, Kevin (I)', None, None, None)" ",,"(u'Cort, Bud', u'John Doe Jersey', 1, None) ",
"MOV Domestic Disturbance (2001)","(u'Colick, Lewis', None, None, u' (screenplay)') ","(u'Becker, Harold', None, None, None)" ",,"(u'Travolta, John (I)', u'Frank Morrison', 1, None) ",
"MOV Don Juan DeMarco (1995)","" ","" ",,"" ",
"MOV Don't Say a Word (2001)","(u'Kelly, Patrick Smith', None, None, u' (screenplay)') ","(u'Fleder, Gary', None, None, None)" ",,"(u'Douglas, Michael (I)', u'Dr. Nathan R. Conrad', 1, None) ",
"MOV Donnie Brasco (1997)","(u'Attanasio, Paul', None, None, u' (screenplay)') ","(u'Newell, Mike (I)', None, None, None)" ",,"(u'Pacino, Al (I)', u'Lefty', 1, None) ",
"MOV Donnie Darko (2001)","(u'Kelly, Richard (II)', None, None, u' (written by)')" ","(u'Kelly, Richard (II)', None, None, None)" ",,"(u'Gyllenhaal, Jake', u'Donnie Darko', 1, None) ",
"MOV Donovan's Reef (1963)","(u'Beloin, Edmund', None, None, u' (story)') ","(u'Ford, John (I)', None, None, None)" ",,"(u'Wayne, John (I)', u"Michael Patrick 'Guns' Donovan", 1, None) ",
"MOV The Doors (1991)","(u'Jahnson, Randall', None, None, u' (written by)') ","(u'Stone, Oliver (I)', None, None, None)" ",,"(u'Kilmer, Val', u'Jim Morrison', 1, None) ",
"MOV Double Impact (1991)","(u'Krikes, Peter', None, None, u' (screen story)') ","(u'Lettich, Sheldon', None, None, None)" ",,"(u'Van Damme, Jean-Claude', u'Alex/Chad Wagner', 1, None) ",
"MOV Double Indemnity (1944)","(u'Cain, James M.', None, None, u' (from the novel by)') ","(u'Wilder, Billy', None, None, None)" ",,"(u'MacMurray, Fred', u'Walter Neff', 1, None) ",
"MOV Double Jeopardy (1999)","(u'Cook, Douglas (I)', None, None, u' (written by)') ","(u'Beresford, Bruce', None, None, None)" ",,"(u'Jones, Tommy Lee', u'Travis', 1, None) ",
"MOV Double Take (2001)","(u'Elmes, Guy', None, None, u' (1957 screenplay Across the Bridge)') ","(u'Gallo, George (I)', None, None, None)" ",,"(u'Jones, Orlando', u'Daryl Chase', 1, None) ",
"MOV Double Whammy (2001)","(u'DiCillo, Tom', None, None, None)" ","(u'DiCillo, Tom', None, None, None)" ",,"(u'Leary, Denis', u'Ray Pluto', 1, None) ",
"MOV Down (2001)","(u'Maas, Dick', None, None, None)" ","(u'Maas, Dick', None, None, None)" ",,"(u'Marshall, James (I)', u'Mark Newman', 1, None) ",
"MOV Down by Law (1986)","(u'Jarmusch, Jim', None, None, u' (written by)')" ","(u'Jarmusch, Jim', None, None, None)" ",,"(u'Waits, Tom (I)', u'Zack', 1, None) ",
"MOV Down to Earth (2001)","(u'Beatty, Warren (I)', None, None, u' (1978 screenplay Heaven Can Wait)') ","(u'Weitz, Chris', None, None, None) ",,"(u'Rock, Chris (I)', u'Lance Barton', 1, None) ",
"MOV Down to You (2000)","(u'Isacsson, Kris', None, None, u' (written by)')" ","(u'Isacsson, Kris', None, None, None)" ",,"(u'Prinze Jr., Freddie', u'Al Connelly', 1, None) ",
"MOV Dr T and the Women (2000)","" ","" ",,"" ",
"MOV Dr. Dolittle 2 (2001)","(u'Levin, Larry (I)', None, None, u' (written by)') ","(u'Carr, Steve (III)', None, None, None)" ",,"(u'Murphy, Eddie (I)', u'Dr. John Dolittle', 1, None) ",
"MOV Dr. Jekyll and Mr. Hyde (1931)","(u'Heath, Percy (I)', None, None, u' (screen play)') ","(u'Mamoulian, Rouben', None, None, None)" ",,"(u'March, Fredric', u'Dr. Henry Jekyll/Mr. Hyde', 1, None) ",
"MOV Dr. No (1962)","(u'Fleming, Ian (I)', None, None, u' (novel)') ","(u'Young, Terence', None, None, None)" ",,"(u'Connery, Sean', u'James Bond', 1, None) ",
"MOV Dr. Phibes Rises Again (1972)","(u'Blees, Robert', None, None, u' (written by)') ","(u'Fuest, Robert', None, None, None)" ",,"(u'Price, Vincent (I)', u'Dr. Anton Phibes', 1, None) ",
"MOV Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)","(u'George, Peter (III)', None, None, u' (based on the book: "Red Alert" by)') ","(u'Kubrick, Stanley', None, None, None)" ",,"(u'Sellers, Peter (I)', u'Group Capt. Lionel Mandrake/President Merkin Muffley/Dr. Strangelove', 1, None) ",
"MOV Dracula (1992)","(u'Hart, James V.', None, None, u' (screenplay)') ","(u'Coppola, Francis Ford', None, None, None)" ",,"(u'Oldman, Gary', u'Dracula', 1, None) ",
"MOV Dracula 2000 (2000)","(u'Lussier, Patrick (I)', None, None, u' (story)') ","(u'Lussier, Patrick (I)', None, None, None)" ",,"(u'Butler, Gerard', u'Dracula', 1, None) ",
"MOV Dragon: The Bruce Lee Story (1993)","(u'Cadwell, Linda Lee', None, None, u' (book "Bruce Lee: The Man Only I Knew")') ","(u'Cohen, Rob (I)', None, None, None)" ",,"(u'Lee, Jason Scott', u'Bruce Lee', 1, None) ",
"MOV Dragonfly (2002)","(u'Camp, Brandon (I)', None, None, u' (screenplay)') ","(u'Shadyac, Tom', None, None, None)" ",,"(u'Costner, Kevin', u'Joe Darrow', 1, None) ",
"MOV Dragonslayer (1981)","(u'Barwood, Hal', None, None, u' (written by)') ","(u'Robbins, Matthew (I)', None, None, None)" ",,"(u'MacNicol, Peter', u'Galen', 1, None) ",
"MOV Dream with the Fishes (1997)","(u'Brown, Jeffrey D. (I)', None, None, u' (story)') ","(u'Taylor, Finn (I)', None, None, None)" ",,"(u'Arquette, David (I)', u'Terry', 1, None) ",
"MOV Dreamcatcher (2003)","(u'Goldman, William (I)', None, None, u' (screenplay)') ","(u'Kasdan, Lawrence', None, None, None)" ",,"(u'Freeman, Morgan (I)', u'Col. Abraham Curtis', 1, None) ",
"MOV Dressed to Kill (1980)","(u'De Palma, Brian', None, None, u' (written by)')" ","(u'De Palma, Brian', None, None, None)" ",,"(u'Caine, Michael (I)', u'Doctor Robert Elliott', 1, None) ",
"MOV Drive (1997)","(u'Phillips, Scott (III)', None, None, u' (written by)')" ","(u'Wang, Steve (I)', None, None, None)" ",,"(u'Dacascos, Mark', u'Toby Wong', 1, None) ",
"MOV Drive Me Crazy (1999)","(u'Strasser, Todd', None, None, u' (novel "How I Created My Perfect Prom Date")') ","(u'Schultz, John (I)', None, None, None)" ",,"(u'Hart, Melissa Joan', u'Nicole Maris', 1, None) ",
"MOV Driven (2001)","(u'Skrentny, Jan', None, None, u' (story)') ","(u'Harlin, Renny', None, None, None)" ",,"(u'Stallone, Sylvester', u'Joe Tanto', 1, None) ",
"MOV Driving Miss Daisy (1989)","(u'Uhry, Alfred', None, None, u' (play)') ","(u'Beresford, Bruce', None, None, None)" ",,"(u'Freeman, Morgan (I)', u'Hoke Colburn', 1, None) ",
"MOV Drop Zone (1994)","(u'Barsocchini, Peter', None, None, u' (screenplay)') ","(u'Badham, John', None, None, None)" ",,"(u'Snipes, Wesley', u'Pete Nessip', 1, None) ",
"MOV Drowning Mona (2000)","(u'Steinfeld, Peter (II)', None, None, u' (written by)')" ","(u'Gomez, Nick (I)', None, None, None)" ",,"(u'DeVito, Danny', u'Chief Wyatt Rash', 1, None) ",
"MOV Drugstore Cowboy (1989)","(u'Burroughs, William S.', None, None, u' (additional dialogue)') ","(u'Van Sant, Gus', None, None, u' (as Gus Van Sant Jr.)')" ",,"(u'Dillon, Matt (I)', u'Bob', 1, None) ",
"MOV Drumline (2002)","(u'Chism, Tina Gordon', None, None, u' (screenplay)') ","(u'Stone III, Charles', None, None, None)" ",,"(u'Cannon, Nick (I)', u'Devon Miles', 1, None) ",
"MOV Dude, Where's My Car? (2000)","(u'Stark, Philip (I)', None, None, u' (written by)')" ","(u'Leiner, Danny', None, None, None)" ",,"(u'Kutcher, Ashton', u'Jesse Montgomery III', 1, None) ",
"MOV Dudley Do-Right (1999)","(u'Ward, Jay (I)', None, None, u' (characters)') ","(u'Wilson, Hugh (I)', None, None, None)" ",,"(u'Fraser, Brendan', u'Dudley Do-Right', 1, None) ",
"MOV Duel in the Sun (1946)","(u'Busch, Niven', None, None, u' (suggested by a novel by)') ","(u'Brower, Otto', None, None, u' (uncredited)') ",,"(u'Jones, Jennifer (I)', u'Pearl Chavez', 1, None) ",
"MOV The Duellists (1977)","(u'Conrad, Joseph (I)', None, None, u' (story "The Duel")') ","(u'Scott, Ridley', None, None, None)" ",,"(u'Carradine, Keith', u"d'Hubert", 1, None) ",
"MOV Duets (2000)","(u'Byrum, John', None, None, u' (written by)')" ","(u'Paltrow, Bruce', None, None, None)" ",,"(u'Munro, Lochlyn', u'Ronny Jackson', 1, None) ",
"MOV Dumb & Dumber (1994)","(u'Farrelly, Bobby', None, None, u' (written by)') ","(u'Farrelly, Bobby', None, None, u' (uncredited)') ",,"(u'Carrey, Jim', u'Lloyd Christmas', 1, None) ",
"MOV Dumb and Dumberer: When Harry Met Lloyd (2003)","(u'Brener, Robert', None, None, u' (screenplay)') ","(u'Miller, Troy (I)', None, None, None)" ",,"(u'Stack, Timothy (I)', u'Doctor', 1, None) ",
"MOV Dumbo (1941)","(u'Aberson, Helen', None, None, u' (based on the book by)') ","(u'Armstrong, Samuel (I)', None, None, u' (sequence director)') ",,"(u'Baskett, James', None, None, u' (voice)') ",
"MOV Dune (1984)","(u'Herbert, Frank (I)', None, None, u' (novel)') ","(u'Lynch, David (I)', None, None, None)" ",,"(u'Annis, Francesca', u'Lady Jessica', 1, None) ",
"MOV Dungeons & Dragons (2000)","(u'Cartwright, Carroll', None, None, u' (written by)') ","(u'Solomon, Courtney', None, None, None)" ",,"(u'Irons, Jeremy', u'Profion', 1, None) ",
"MOV Duplex (2003)","(u'Doyle, Larry (III)', None, None, u' (written by)')" ","(u'DeVito, Danny', None, None, None)" ",,"(u'Stiller, Ben', u'Alex Rose', 1, None) ",
"MOV E.T. the Extra-Terrestrial (1982)","(u'Mathison, Melissa', None, None, u' (written by)')" ","(u'Spielberg, Steven', None, None, None)" ",,"(u'Wallace, Dee (II)', u'Mary', 1, None) ",
"MOV The Eagle Has Landed (1976)","(u'Higgins, Jack (I)', None, None, u' (novel)') ","(u'Sturges, John', None, None, None)" ",,"(u'Caine, Michael (I)', u'Colonel Steiner', 1, None) ",
"MOV Earth Girls Are Easy (1988)","(u'Brown, Julie (I)', None, None, u' (written by)') ","(u'Temple, Julien', None, None, None)" ",,"(u'Davis, Geena', u'Valerie', 1, None) ",
"MOV Earthquake (1974)","(u'Fox, George (II)', None, None, u' (written by)') ","(u'Robson, Mark (I)', None, None, None)" ",,"(u'Heston, Charlton (I)', u'Graff', 1, None) ",
"MOV Easter Parade (1948)","(u'Bolton, Guy (I)', None, None, u' (uncredited)') ","(u'Walters, Charles (I)', None, None, None)" ",,"(u'Garland, Judy', u'Hannah Brown', 1, None) ",
"MOV Easy Rider (1969)","(u'Fonda, Peter (I)', None, None, u' (written by)') ","(u'Hopper, Dennis', None, None, None)" ",,"(u'Fonda, Peter (I)', u'Wyatt', 1, None) ",
"MOV Eating Raoul (1982)","(u'Bartel, Paul (I)', None, None, None) ","(u'Bartel, Paul (I)', None, None, None)" ",,"(u'Bartel, Paul (I)', u'Paul Bland', 1, None) ",
"MOV Ed Wood (1994)","(u'Alexander, Scott (I)', None, None, u' (written by)') ","(u'Burton, Tim (I)', None, None, None)" ",,"(u'Depp, Johnny', u'Ed Wood', 1, None) ",
"MOV Eddie (1996)","(u'Buhai, Jeff', None, None, u' (screenplay)') ","(u'Rash, Steve', None, None, None)" ",,"(u'Goldberg, Whoopi', u"Edwina 'Eddie' Franklin", 1, None) ",
"MOV Edges of the Lord (2001)","(u'Bogayevicz, Yurek', None, None, u' (written by)')" ","(u'Bogayevicz, Yurek', None, None, None)" ",,"(u'Osment, Haley Joel', u'Romek', 1, None) ",
"MOV Edtv (1999)","(u'Bouchard, Sylvie (I)', None, None, u' (screenplay "Louis 19, le roi des ondes")') ","(u'Howard, Ron (I)', None, None, None)" ",,"(u'McConaughey, Matthew', u"Ed 'Eddie' Pekurny", 1, None) ",
"MOV Edward Scissorhands (1990)","(u'Burton, Tim (I)', None, None, u' (story)') ","(u'Burton, Tim (I)', None, None, None)" ",,"(u'Depp, Johnny', u'Edward Scissorhands', 1, None) ",
"MOV Eegah (1962)","(u'Hall Sr., Arch', None, None, u' (original story)') ","(u'Hall Sr., Arch', None, None, u' (as Nicholas Merriwether)')" ",,"(u'Hall Jr., Arch', u'Tom Nelson', 1, None) ",
"MOV Eight Legged Freaks (2002)","(u'Alexander, Jesse (II)', None, None, u' (screenplay)') ","(u'Elkayem, Ellory', None, None, None)" ",,"(u'Arquette, David (I)', u'Chris McCormick', 1, None) ",
"MOV Eight Men Out (1988)","(u'Asinof, Eliot', None, None, u' (book "8 Men Out")') ","(u'Sayles, John (I)', None, None, None)" ",,"(u'Cusack, John (I)', u"George 'Buck' Weaver", 1, None) ",
"MOV El Cid (1961)","(u'Barzman, Ben', None, None, u' (screenplay)') ","(u'Mann, Anthony (I)', None, None, None)" ",,"(u'Heston, Charlton (I)', u'El Cid Rodrigo de Vivar', 1, None) ",
"MOV Election (1999)","(u'Payne, Alexander (I)', None, None, u' (screenplay)') ","(u'Payne, Alexander (I)', None, None, None)" ",,"(u'Broderick, Matthew (I)', u'Jim McAllister', 1, None) ",
