"MOV Lionheart (1990)","(u'Lettich, Sheldon', None, None, u' (screenplay)') ","(u'Lettich, Sheldon', None, None, None)" ",,"(u'Van Damme, Jean-Claude', u'Lyon', 1, None) ",
"MOV The List of Adrian Messenger (1963)","(u'Coppel, Alec', None, None, u' (first draft)') ","(u'Huston, John (I)', None, None, None)" ",,"(u'Curtis, Tony (I)', u'Cameo (as organ grinder)', 1, None) ",
"MOV Little Black Book (2004)","(u'Bell, Elisa', None, None, u' (screenplay)') ","(u'Hurran, Nick', None, None, None)" ",,"(u'Murphy, Brittany (I)', u'Stacy', 1, None) ",
"MOV Little Nicky (2000)","(u'Brill, Steven (I)', None, None, u' (written by)') ","(u'Brill, Steven (I)', None, None, None)" ",,"(u'Sandler, Adam (I)', u'Nicky', 1, None) ",
"MOV Little Odessa (1994)","(u'Gray, James (I)', None, None, u' (written by)')" ","(u'Gray, James (I)', None, None, None)" ",,"(u'Roth, Tim (I)', u'Joshua Shapira', 1, None) ",
"MOV Little Shop of Horrors (1986)","(u'Ashman, Howard', None, None, u' (musical play "Little Shop of Horrors")') ","(u'Oz, Frank', None, None, None)" ",,"(u'Stubbs, Levi', u'Audrey II', 1, u' (voice: of The Four Tops)') ",
"MOV The Little Shop of Horrors (1960)","(u'Corman, Roger', None, None, u' (co-writer)') ","(u'Corman, Roger', None, None, None) ",,"(u'Haze, Jonathan', u'Seymour Krelboyne', 1, None) ",
"MOV Little Women (1933)","(u'Alcott, Louisa May', None, None, u' (by)') ","(u'Cukor, George', None, None, None)" ",,"(u'Hepburn, Katharine', u'Jo', 1, None) ",
"MOV Live and Let Die (1973)","(u'Fleming, Ian (I)', None, None, u' (novel)') ","(u'Hamilton, Guy (I)', None, None, None)" ",,"(u'Moore, Roger (I)', u'James Bond', 1, None) ",
"MOV The Living Daylights (1987)","(u'Fleming, Ian (I)', None, None, u' (story)') ","(u'Glen, John (II)', None, None, None)" ",,"(u'Dalton, Timothy (I)', u'James Bond', 1, None) ",
"MOV Living Out Loud (1998)","(u'LaGravenese, Richard', None, None, u' (written by)')" ","(u'LaGravenese, Richard', None, None, None)" ",,"(u'Hunter, Holly (I)', u'Judith Moore', 1, None) ",
"MOV The Lizzie McGuire Movie (2003)","(u'Decter, Ed', None, None, u' (written by)') ","(u'Fall, Jim', None, None, None)" ",,"(u'Duff, Hilary', u'Lizzie McGuire/Isabella Parigi', 1, None) ",
"MOV Loaded Weapon 1 (1993)","(u'Holley, Don', None, None, u' (screenplay)') ","(u'Quintano, Gene', None, None, None)" ",,"(u'Estevez, Emilio', u'Jack Colt', 1, None) ",
"MOV Logan's Run (1976)","(u'Goodman, David Zelag', None, None, u' (screenplay)') ","(u'Anderson, Michael (I)', None, None, None)" ",,"(u'York, Michael (I)', u'Logan', 1, None) ",
"MOV Lolita (1962)","(u'Kubrick, Stanley', None, None, u' (uncredited)') ","(u'Kubrick, Stanley', None, None, None)" ",,"(u'Mason, James (I)', u'Prof. Humbert Humbert', 1, None) ",
"MOV Lolita (1997)","(u'Nabokov, Vladimir', None, None, u' (novel "Lolita")') ","(u'Lyne, Adrian', None, None, None)" ",,"(u'Irons, Jeremy', u'Humbert Humbert', 1, None) ",
"MOV Lone Star (1996)","(u'Sayles, John (I)', None, None, u' (written by)')" ","(u'Sayles, John (I)', None, None, None)" ",,"(u'Mendillo, Stephen', u'Cliff', 1, None) ",
"MOV Lone Wolf McQuade (1983)","(u'Dyal, H. Kaye', None, None, u' (story)') ","(u'Carver, Steve (I)', None, None, None)" ",,"(u'Norris, Chuck', u'J.J. McQuade', 1, None) ",
"MOV The Long Kiss Goodnight (1996)","(u'Black, Shane (I)', None, None, u' (written by)')" ","(u'Harlin, Renny', None, None, None)" ",,"(u'Davis, Geena', u'Samantha Caine/Charly Baltimore', 1, None) ",
"MOV The Long Riders (1980)","(u'Bryden, Bill', None, None, u' (written by)') ","(u'Hill, Walter (I)', None, None, None)" ",,"(u'Carradine, David', u'Cole Younger', 1, None) ",
"MOV The Longest Day (1962)","(u'Gary, Romain', None, None, u' (additional episodes written by)') ","(u'Annakin, Ken', None, None, u' (British exterior episodes)') ",,"(u'Albert, Eddie (I)', u'Col. Thompson', 1, None) ",
"MOV Look Who's Talking (1989)","(u'Heckerling, Amy', None, None, u' (written by)')" ","(u'Heckerling, Amy', None, None, None)" ",,"(u'Travolta, John (I)', u'James', 1, None) ",
"MOV Looney Tunes: Back in Action (2003)","(u'Doyle, Larry (III)', None, None, u' (written by)')" ","(u'Dante, Joe (I)', None, None, None)" ",,"(u'Fraser, Brendan', u'DJ Drake/Himself/Voice of Tasmanian Devil and She-Devil', 1, None) ",
"MOV The Lord of the Rings (1978)","(u'Beagle, Peter S.', None, None, u' (screenplay)') ","(u'Bakshi, Ralph', None, None, None)" ",,"(u'Guard, Christopher', u'Frodo Baggins/Mr. Underhill', 1, u' (voice)') ",
"MOV The Lord of the Rings: The Fellowship of the Ring (2001)","(u'Boyens, Philippa', None, None, u' (screenplay)') ","(u'Jackson, Peter (I)', None, None, None)" ",,"(u'Howard, Alan (I)', u'Voice of the Ring', 1, u' (voice)') ",
"MOV The Lord of the Rings: The Return of the King (2003)","(u'Boyens, Philippa', None, None, u' (screenplay)') ","(u'Jackson, Peter (I)', None, None, None)" ",,"(u'Appleby, Noel', u'Everard Proudfoot', 1, None) ",
"MOV The Lord of the Rings: The Two Towers (2002)","(u'Boyens, Philippa', None, None, u' (screenplay)') ","(u'Jackson, Peter (I)', None, None, None)" ",,"(u'Allpress, Bruce', u'Aldor', 2, None) ",
"MOV Loser (2000)","(u'Heckerling, Amy', None, None, u' (written by)')" ","(u'Heckerling, Amy', None, None, None)" ",,"(u'Biggs, Jason (I)', u'Paul Tannek', 1, None) ",
"MOV Losin' It (1983)","(u'Gindoff, Bryan', None, None, u' (story)') ","(u'Hanson, Curtis', None, None, None)" ",,"(u'Cruise, Tom', u'Woody', 1, None) ",
"MOV Losing Isaiah (1995)","(u'Foner, Naomi', None, None, u' (screenplay)') ","(u'Gyllenhaal, Stephen', None, None, None)" ",,"(u'Lange, Jessica (I)', u'Margaret Lewin', 1, None) ",
"MOV The Loss of Sexual Innocence (1999)","(u'Figgis, Mike', None, None, u' (writer)')" ","(u'Figgis, Mike', None, None, None)" ",,"(u'Sands, Julian', u'Adult Nic', 1, None) ",
"MOV Lost Highway (1997)","(u'Gifford, Barry', None, None, u' (written by)') ","(u'Lynch, David (I)', None, None, None)" ",,"(u'Pullman, Bill (I)', u'Fred Madison', 1, None) ",
"MOV Lost Horizon (1937)","(u'Buchman, Sidney', None, None, u' (contributor to screenplay)') ","(u'Capra, Frank', None, None, None)" ",,"(u'Colman, Ronald (I)', u'Robert Conway', 1, None) ",
"MOV Lost Souls (2000)","(u'Gardner, Pierce', None, None, u' (screenplay)') ","(u'Kaminski, Janusz (I)', None, None, None)" ",,"(u'Ryder, Winona', u'Maya Larkin', 1, None) ",
"MOV The Lost Weekend (1945)","(u'Brackett, Charles', None, None, u' (screen play)') ","(u'Wilder, Billy', None, None, None)" ",,"(u'Milland, Ray', u'Don Birnam', 1, None) ",
"MOV The Lost World: Jurassic Park (1997)","(u'Crichton, Michael', None, None, u' (novel "The Lost World")') ","(u'Spielberg, Steven', None, None, None)" ",,"(u'Goldblum, Jeff', u'Ian Malcolm', 1, None) ",
"MOV Lost in Space (1998)","(u'Allen, Irwin (I)', None, None, u' (television series)') ","(u'Hopkins, Stephen (I)', None, None, None)" ",,"(u'Hurt, William', u'Prof. John Robinson', 1, None) ",
"MOV Lost in Translation (2003)","(u'Coppola, Sofia', None, None, u' (written by)')" ","(u'Coppola, Sofia', None, None, None)" ",,"(u'Johansson, Scarlett', u'Charlotte', 1, None) ",
"MOV A Lot Like Love (2005)","(u'Lynch, Colin Patrick', None, None, u' (written by)')" ","(u'Cole, Nigel (I)', None, None, None)" ",,"(u'Peet, Amanda (I)', u'Emily Friehl', 1, None) ",
"MOV Love & Basketball (2000)","(u'Prince-Bythewood, Gina', None, None, u' (written by)')" ","(u'Prince-Bythewood, Gina', None, None, None)" ",,"(u'Chatman, Glenndon', u'Young Quincy', 1, None) ",
"MOV The Love Letter (1999)","(u'Maggenti, Maria', None, None, u' (screenplay)') ","(u'Chan, Peter (I)', None, None, u' (as Peter Ho-Sun Chan)')" ",,"(u'Capshaw, Kate', u'Helen', 1, None) ",
"MOV Love Liza (2002)","(u'Hoffman, Gordy (I)', None, None, u' (screenplay)')" ","(u'Louiso, Todd', None, None, None)" ",,"(u'Hoffman, Philip Seymour', u'Wilson Joel', 1, None) ",
"MOV Love Stinks (1999)","(u'Franklin, Jeff (I)', None, None, u' (written by)')" ","(u'Franklin, Jeff (I)', None, None, None)" ",,"(u'Stewart, French', u'Seth Winnick', 1, None) ",
"MOV Love Story (1970)","(u'Segal, Erich', None, None, u' (written by)')" ","(u'Hiller, Arthur', None, None, None)" ",,"(u'MacGraw, Ali', u'Jenny', 1, None) ",
"MOV Love and Death (1975)","(u'Allen, Woody', None, None, u' (written by)')" ","(u'Allen, Woody', None, None, None)" ",,"(u'Allen, Woody', u'Boris', 1, None) ",
"MOV Love and Other Catastrophes (1996)","(u'Bandis, Helen', None, None, u' (screenplay)') ","(u'Croghan, Emma-Kate', None, None, None)" ",,"(u'Day, Matt (I)', u'Michael Douglas', 1, None) ",
"MOV Love in the Afternoon (1957)","(u'Anet, Claude', None, None, u' (novel "Ariane, jeune fille russe")') ","(u'Wilder, Billy', None, None, None)" ",,"(u'Cooper, Gary (I)', u'Frank Flannagan', 1, None) ",
"MOV Love's Labour's Lost (2000)","(u'Branagh, Kenneth', None, None, u' (screenplay)') ","(u'Branagh, Kenneth', None, None, None)" ",,"(u'Nivola, Alessandro', u'The King (Ferdinand)', 1, None) ",
"MOV Lovely & Amazing (2001)","(u'Holofcener, Nicole', None, None, u' (written by)')" ","(u'Holofcener, Nicole', None, None, None)" ",,"(u'Ruptash, Troy', u'Photographer', 1, u' (voice)') ",
"MOV Lucky Break (2001)","(u'Bennett, Ronan', None, None, u' (screenplay)') ","(u'Cattaneo, Peter', None, None, None)" ",,"(u'Nesbitt, James (I)', u"James 'Jimmy' Hands/Lord Nelson in Show", 1, None) ",
"MOV Lucky Numbers (2000)","(u'Resnick, Adam', None, None, u' (written by)')" ","(u'Ephron, Nora', None, None, None)" ",,"(u'Travolta, John (I)', u'Russ Richards', 1, None) ",
"MOV Los Lunes al sol (2002)","" ","" ",,"" ",
"MOV MASH (1970)","(u'Hooker, Richard (I)', None, None, u' (from the novel by)') ","(u'Altman, Robert (I)', None, None, None)" ",,"(u'Sutherland, Donald (I)', u'Hawkeye Pierce', 1, None) ",
"MOV Mackenna's Gold (1969)","(u'Allen, Heck', None, None, u' (novel)') ","(u'Lee Thompson, J.', None, None, None)" ",,"(u'Peck, Gregory', u'Sheriff Mackenna', 1, None) ",
"MOV Mad City (1997)","(u'Matthews, Tom (I)', None, None, u' (screenplay)') ","(u'Costa-Gavras', None, None, None)" ",,"(u'Travolta, John (I)', u'Sam', 1, None) ",
"MOV Mad Max (1979)","(u'Kennedy, Byron', None, None, u' (story)') ","(u'Miller, George (II)', None, None, None)" ",,"(u'Gibson, Mel (I)', u'Max', 1, None) ",
"MOV Made (2001)","(u'Favreau, Jon', None, None, u' (written by)')" ","(u'Favreau, Jon', None, None, None)" ",,"(u'Favreau, Jon', u'Bobby', 1, None) ",
"MOV Madonna: Truth or Dare (1991)","" ","(u'Keshishian, Alek', None, None, None)" ",,"(u'Madonna', u'Herself', 1, None) ",
"MOV The Magnificent Ambersons (1942)","(u'Cotten, Joseph (I)', None, None, u' (additional scenes)') ","(u'Fleck, Fred (I)', None, None, u' (additional sequences)') ",,"(u'Cotten, Joseph (I)', u'Eugene Morgan', 1, None) ",
"MOV Magnolia (1999)","(u'Anderson, Paul Thomas (I)', None, None, u' (written by)')" ","(u'Anderson, Paul Thomas (I)', None, None, None)" ",,"(u'Healy, Pat (I)', u'Sir Edmund William Godfrey/Young Pharmacy Kid', 1, None) ",
"MOV Maid in Manhattan (2002)","(u'Hughes, John (I)', None, None, u' (story)') ","(u'Wang, Wayne', None, None, None)" ",,"(u'Lopez, Jennifer (I)', u'Marisa Ventura', 1, None) ",
"MOV The Majestic (2001)","(u'Sloane, Michael (I)', None, None, u' (written by)')" ","(u'Darabont, Frank', None, None, None)" ",,"(u'Carrey, Jim', u'Peter Appleton', 1, None) ",
"MOV Major League (1989)","(u'Ward, David S.', None, None, u' (written by)')" ","(u'Ward, David S.', None, None, u' (as David Ward)')" ",,"(u'Berenger, Tom', u'Jake Taylor', 1, None) ",
"MOV Malcolm X (1992)","(u'Haley, Alex', None, None, u' (book "The Autobiography of Malcolm X")') ","(u'Lee, Spike', None, None, None)" ",,"(u'Washington, Denzel', u'Malcolm X', 1, None) ",
"MOV Malibu's Most Wanted (2003)","(u'Bahr, Fax', None, None, u' (written by)') ","(u'Whitesell, John (I)', None, None, None)" ",,"(u'Kennedy, Jamie (I)', u"Brad 'B-Rad' Gluckman", 1, None) ",
"MOV Mallrats (1995)","(u'Smith, Kevin (I)', None, None, u' (written by)')" ","(u'Smith, Kevin (I)', None, None, None)" ",,"(u'Doherty, Shannen', u'Rene', 1, None) ",
"MOV The Maltese Falcon (1941)","(u'Hammett, Dashiell', None, None, u' (based upon the novel by)') ","(u'Huston, John (I)', None, None, None)" ",,"(u'Bogart, Humphrey', u'Samuel Spade', 1, None) ",
"MOV A Man Apart (2003)","(u'Gudegast, Christian', None, None, u' (written by)') ","(u'Gray, F. Gary', None, None, None)" ",,"(u'Diesel, Vin', u'Sean Vetter', 1, None) ",
"MOV The Man Who Knew Too Much (1956)","(u'Bennett, Charles (I)', None, None, u' (based on a story by)') ","(u'Hitchcock, Alfred (I)', None, None, None)" ",,"(u'Stewart, James (I)', u'Dr. Benjamin McKenna', 1, None) ",
"MOV The Man Who Shot Liberty Valance (1962)","(u'Bellah, James Warner', None, None, u' (screenplay)') ","(u'Ford, John (I)', None, None, None)" ",,"(u'Wayne, John (I)', u'Tom Doniphon', 1, None) ",
"MOV The Man Who Wasn't There (2001)","(u'Coen, Ethan', None, None, u' (written by)') ","(u'Coen, Ethan', None, None, u' (uncredited)') ",,"(u'Thornton, Billy Bob', u'Ed Crane', 1, None) ",
"MOV The Man Who Would Be King (1975)","(u'Hill, Gladys', None, None, u' (screenplay)') ","(u'Huston, John (I)', None, None, None)" ",,"(u'Connery, Sean', u'Daniel Dravot', 1, None) ",
"MOV A Man for All Seasons (1966)","(u'Bolt, Robert', None, None, u' (from the play by)') ","(u'Zinnemann, Fred', None, None, None)" ",,"(u'Scofield, Paul (I)', u'Thomas More', 1, None) ",
"MOV The Man from Elysian Fields (2001)","(u'Lasker, Phillip Jayson', None, None, u' (written by)')" ","(u'Hickenlooper, George', None, None, None)" ",,"(u'Garcia, Andy (I)', u'Byron', 1, None) ",
"MOV The Man in the Iron Mask (1998)","" ","" ",,"" ",
"MOV Man on Fire (2004)","(u'Helgeland, Brian', None, None, u' (screenplay)') ","(u'Scott, Tony (I)', None, None, None)" ",,"(u'Washington, Denzel', u'Joyhn W. Creasy', 1, None) ",
"MOV Man on the Moon (1999)","(u'Alexander, Scott (I)', None, None, u' (written by)') ","(u'Forman, Milos', None, None, None)" ",,"(u'Carrey, Jim', u'Andy Kaufman', 1, u' (also as Tony Clifton)') ",
"MOV The Man with the Golden Gun (1974)","(u'Fleming, Ian (I)', None, None, u' (novel)') ","(u'Hamilton, Guy (I)', None, None, None)" ",,"(u'Moore, Roger (I)', u'James Bond', 1, None) ",
"MOV Manhattan Murder Mystery (1993)","(u'Allen, Woody', None, None, u' (written by)') ","(u'Allen, Woody', None, None, None)" ",,"(u'Allen, Woody', u'Larry Lipton', 1, None) ",
"MOV Manhunter (1986)","(u'Harris, Thomas (I)', None, None, u' (novel "Red Dragon")') ","(u'Mann, Michael (I)', None, None, None)" ",,"(u'Petersen, William', u'Will Graham', 1, None) ",
"MOV Maniac (1980)","(u'Rosenberg, C.A. (II)', None, None, u' (screenplay)') ","(u'Lustig, William', None, None, None)" ",,"(u'Spinell, Joe', u'Frank Zito', 1, None) ",
"MOV Maniac Cop (1988)","(u'Cohen, Larry (I)', None, None, u' (written by)')" ","(u'Lustig, William', None, None, None)" ",,"(u'Atkins, Tom (I)', u'Frank McCrae', 1, None) ",
"MOV Mannequin: On the Move (1991)","(u'Gottlieb, Michael (I)', None, None, u' (characters)') ","(u'Raffill, Stewart', None, None, None)" ",,"(u'Swanson, Kristy', u'Jessie', 1, None) ",
"MOV El Maquinista (2004)","" ","" ",,"" ",
"MOV Marci X (2003)","(u'Rudnick, Paul', None, None, u' (written by)')" ","(u'Benjamin, Richard (I)', None, None, None)" ",,"(u'Kudrow, Lisa', u'Marci Feld', 1, None) ",
"MOV El Mariachi (1992)","" ","" ",,"" ",
"MOV Marnie (1964)","(u'Graham, Winston (I)', None, None, u' (from the novel by)') ","(u'Hitchcock, Alfred (I)', None, None, None)" ",,"(u'Hedren, Tippi (I)', u'Marnie Edgar', 1, u" (as 'Tippi' Hedren)") ",
"MOV Mars Attacks! (1996)","(u'Brown, Len (II)', None, None, u' (trading card series)') ","(u'Burton, Tim (I)', None, None, None)" ",,"(u'Nicholson, Jack (I)', u'President James Dale/Art Land', 1, None) ",
"MOV Martin (1977)","(u'Romero, George A. (I)', None, None, u' (written by)')" ","(u'Romero, George A. (I)', None, None, None)" ",,"(u'Amplas, John', u'Martin', 1, None) ",
"MOV Marty (1955)","(u'Chayefsky, Paddy', None, None, u' (screenplay)') ","(u'Mann, Delbert (I)', None, None, None)" ",,"(u'Minciotti, Esther', u'Mrs. Piletti', 1, None) ",
"MOV Marvin's Room (1996)","(u'McPherson, Scott (I)', None, None, u' (play)') ","(u'Zaks, Jerry', None, None, None)" ",,"(u'Streep, Meryl', u'Lee', 1, None) ",
"MOV Mary Reilly (1996)","(u'Hampton, Christopher (I)', None, None, u' (screenplay)') ","(u'Frears, Stephen', None, None, None)" ",,"(u'Roberts, Julia (I)', u'Mary Reilly', 1, None) ",
"MOV The Mask of Zorro (1998)","(u'Elliott, Ted (I)', None, None, u' (screenplay)') ","(u'Campbell, Martin (I)', None, None, None)" ",,"(u'Tavira, Jos"MOV The Mask (1994)","(u'Fallon, Michael (I)', None, None, u' (story)') ","(u'Russell, Chuck (I)', None, None, u' (as Charles Russell)')" ",,"(u'Carrey, Jim', u'Stanley Ipkiss/The Mask', 1, None) ",
"MOV Master and Commander: The Far Side of the World (2003)","(u'Collee, John', None, None, u' (screenplay)') ","(u'Weir, Peter (I)', None, None, None)" ",,"(u'Crowe, Russell', u'Capt. Jack Aubrey', 1, None) ",
"MOV The Master of Disguise (2002)","(u'Carvey, Dana', None, None, u' (written by)') ","(u'Blake, Perry Andelin', None, None, None)" ",,"(u'Carvey, Dana', u'Pistachio Disguisey', 1, None) ",
"MOV Masters of the Universe (1987)","(u'Goddard, Gary', None, None, u' (uncredited)') ","(u'Goddard, Gary', None, None, None)" ",,"(u'Lundgren, Dolph', u'He-Man', 1, None) ",
"MOV Matewan (1987)","(u'Sayles, John (I)', None, None, u' (written by)')" ","(u'Sayles, John (I)', None, None, None)" ",,"(u'Cooper, Chris (I)', u'Joe Kenehan', 1, None) ",
"MOV Matilda (1996)","(u'Dahl, Roald', None, None, u' (book)') ","(u'DeVito, Danny', None, None, None)" ",,"(u'Wilson, Mara', u'Matilda', 1, None) ",
"MOV The Matrix Reloaded (2003)","(u'Wachowski, Andy', None, None, u' (characters)') ","(u'Wachowski, Andy', None, None, u' (as The Wachowski Brothers)') ",,"(u'Anthony, Ray (III)', u'Power Station Guard', 1, None) ",
"MOV The Matrix Revolutions (2003)","(u'Wachowski, Andy', None, None, u' (characters)') ","(u'Wachowski, Andy', None, None, u' (as The Wachowski Brothers)') ",,"(u'Alice, Mary (I)', u'The Oracle', 1, None) ",
"MOV The Matrix (1999)","(u'Wachowski, Andy', None, None, u' (written by)') ","(u'Wachowski, Andy', None, None, u' (as The Wachowski Brothers)') ",,"(u'Reeves, Keanu', u'Neo', 1, None) ",
"MOV Maurice (1987)","(u'Forster, E.M.', None, None, u' (from the novel by)') ","(u'Ivory, James', None, None, None)" ",,"(u'Wilby, James (I)', u'Maurice Hall', 1, None) ",
"MOV Maximum Overdrive (1986)","(u'King, Stephen (I)', None, None, u' (film by)') ","(u'King, Stephen (I)', None, None, None)" ",,"(u'Estevez, Emilio', u'Bill Robinson', 1, None) ",
"MOV May (2002)","(u'McKee, Lucky', None, None, u' (written by)')" ","(u'McKee, Lucky', None, None, None)" ",,"(u'Bettis, Angela', u'May Dove Canady', 1, None) ",
"MOV McHale's Navy (1997)","(u'Crabbe, Peter', None, None, u' (screenplay)') ","(u'Spicer, Bryan', None, None, None)" ",,"(u'Arnold, Tom (I)', u'Lt. Cmdr. Quinton McHale', 1, None) ",
"MOV McLintock! (1963)","(u'Grant, James Edward', None, None, u' (original screenplay)')" ","(u'McLaglen, Andrew V.', None, None, None)" ",,"(u'Wayne, John (I)', u"George Washington 'G.W.' McLintock", 1, None) ",
"MOV Me, Myself & Irene (2000)","(u'Cerrone, Mike', None, None, u' (written by)') ","(u'Farrelly, Bobby', None, None, None) ",,"(u'Carrey, Jim', u'Charlie Baileygates/Hank Evans', 1, None) ",
"MOV Mean Creek (2004)","(u'Estes, Jacob Aaron', None, None, u' (written by)')" ","(u'Estes, Jacob Aaron', None, None, None)" ",,"(u'Culkin, Rory', u'Sam Merrick', 1, None) ",
"MOV Mean Girls (2004)","(u'Fey, Tina', None, None, u' (screenplay)') ","(u'Waters, Mark (VIII)', None, None, None)" ",,"(u'Lohan, Lindsay', u'Cady Heron', 1, None) ",
"MOV Mean Streets (1973)","(u'Martin, Mardik', None, None, u' (screenplay)') ","(u'Scorsese, Martin', None, None, None)" ",,"(u'De Niro, Robert', u'Johnny Boy', 1, None) ",
"MOV The Meaning of Life (1983)","(u'Chapman, Graham (I)', None, None, u' (written by)') ","(u'Gilliam, Terry', None, None, u' (animation and special sequence)') ",,"(u'Chapman, Graham (I)', u'Chairman/Fish #1/Doctor/Harry Blackitt/Wymer/Hordern/General/Coles/Narrator #2/Dr. Livingstone/Transvestite/Eric/Guest #1/Arthur Jarrett/Geoffrey/Tony Bennett', 1, None) ",
"MOV The Medallion (2003)","(u'Chan, Gordon', None, None, u' (written by)') ","(u'Chan, Gordon', None, None, None)" ",,"(u'Chan, Jackie (I)', u'Eddie Yang', 1, None) ",
"MOV Medicine Man (1992)","(u'Robinson, Sally (I)', None, None, u' (screenplay)') ","(u'McTiernan, John (I)', None, None, None)" ",,"(u'Connery, Sean', u'Dr. Robert Campbell', 1, None) ",
"MOV Meet Joe Black (1998)","(u'Anderson, Maxwell (I)', None, None, u' (earlier screenplay)') ","(u'Brest, Martin', None, None, None)" ",,"(u'Pitt, Brad', u'Joe Black/Young Man in Coffee Shop', 1, None) ",
"MOV Meet Me in St. Louis (1944)","(u'Benson, Sally (I)', None, None, u' (based on the book by)') ","(u'Minnelli, Vincente', None, None, None)" ",,"(u'Garland, Judy', u'Esther Smith', 1, None) ",
"MOV Meet the Feebles (1989)","(u'Jackson, Peter (I)', None, None, u' (written by)') ","(u'Jackson, Peter (I)', None, None, None)" ",,"(u'Mulheron, Danny', u'Heidi the Hippo', 1, None) ",
"MOV Meet the Fockers (2004)","(u'Clarke, Mary Ruth', None, None, u' (characters)') ","(u'Roach, Jay', None, None, None)" ",,"(u'De Niro, Robert', u'Jack Byrnes', 1, None) ",
"MOV Meet the Parents (2000)","(u'Clarke, Mary Ruth', None, None, u' (1992 screenplay)') ","(u'Roach, Jay', None, None, None)" ",,"(u'De Niro, Robert', u'Jack Byrnes', 1, None) ",
"MOV Megiddo: The Omega Code 2 (2001)","(u'Barton, Hollis', None, None, u' (film The Omega Code)') ","(u'Lombardi, Paul J. (I)', None, None, u' (uncredited)') ",,"(u'York, Michael (I)', u'Stone Alexander', 1, None) ",
"MOV Memento (2000)","(u'Nolan, Christopher (I)', None, None, u' (screenplay)') ","(u'Nolan, Christopher (I)', None, None, None)" ",,"(u'Pearce, Guy (I)', u'Leonard', 1, None) ",
"MOV Memoirs of an Invisible Man (1992)","(u'Collector, Robert', None, None, u' (screenplay)') ","(u'Carpenter, John (I)', None, None, None)" ",,"(u'Chase, Chevy', u'Nick Halloway', 1, None) ",
"MOV Men in Black (1997)","(u'Cunningham, Lowell', None, None, u' (comic)') ","(u'Sonnenfeld, Barry', None, None, None)" ",,"(u'Jones, Tommy Lee', u'Kay', 1, None) ",
"MOV Men in Black II (2002)","(u'Cunningham, Lowell', None, None, u' (comic book "Malibu Comics")') ","(u'Sonnenfeld, Barry', None, None, None)" ",,"(u'Jones, Tommy Lee', u'Kay', 1, None) ",
"MOV Men of Honor (2000)","(u'Smith, Scott Marshall', None, None, u' (written by)')" ","(u'Tillman Jr., George (I)', None, None, None)" ",,"(u'De Niro, Robert', u'Master Chief Billy Sunday', 1, None) ",
"MOV Men with Brooms (2002)","(u'Gross, Paul (I)', None, None, u' (screenplay)') ","(u'Gross, Paul (I)', None, None, None)" ",,"(u'Douglas, James B.', u'Donald Foley', 1, None) ",
"MOV Menace II Society (1993)","(u'Hughes, Albert (I)', None, None, u' (story)') ","(u'Hughes, Albert (I)', None, None, u' (as The Hughes Brothers)') ",,"(u'Turner, Tyrin', u'Caine', 1, None) ",
"MOV Meng long guojiang (1972)","" ","" ",,"" ",
"MOV The Merchant of Venice (2004)","(u'Radford, Michael (I)', None, None, u' (screenplay)') ","(u'Radford, Michael (I)', None, None, None)" ",,"(u'Pacino, Al (I)', u'Shylock', 1, None) ",
"MOV Mercury Rising (1998)","(u'Konner, Lawrence', None, None, u' (screenplay)') ","(u'Becker, Harold', None, None, None)" ",,"(u'Willis, Bruce', u'Art Jeffries', 1, None) ",
"MOV Message in a Bottle (1999)","(u'Di Pego, Gerald', None, None, u' (screenplay)') ","(u'Mandoki, Luis', None, None, None)" ",,"(u'Costner, Kevin', u'Garret Blake', 1, None) ",
"MOV The Message (1976)","" ","" ",,"" ",
"MOV Meteor (1979)","(u'Mann, Stanley (I)', None, None, u' (screenplay)') ","(u'Neame, Ronald', None, None, None)" ",,"(u'Connery, Sean', u'Paul Bradley', 1, None) ",
"MOV Metoroporisu (2001)","(u'Handler, Marc', None, None, u' (English version)') ","(u'Rintaro', None, None, None)" ",,"(u'Imoto, Yuka', u'Tima', 1, u' (voice)') ",
"MOV Metro (1997)","(u'Feldman, Randy (I)', None, None, u' (written by)')" ","(u'Carter, Thomas (II)', None, None, None)" ",,"(u'Murphy, Eddie (I)', u'Insp. Scott Roper', 1, None) ",
"MOV Metropolitan (1990)","(u'Stillman, Whit', None, None, u' (written by)')" ","(u'Stillman, Whit', None, None, None)" ",,"(u'Farina, Carolyn', u'Audrey Rouget', 1, None) ",
"MOV The Mexican (2001)","(u'Wyman, J.H.', None, None, u' (written by)')" ","(u'Verbinski, Gore', None, None, None)" ",,"(u'Pitt, Brad', u'Jerry Welbach', 1, None) ",
"MOV Michael Collins (1996)","(u'Jordan, Neil (I)', None, None, u' (written by)')" ","(u'Jordan, Neil (I)', None, None, None)" ",,"(u'Hart, Ian (I)', u"Joe O'Reilly", 1, None) ",
"MOV Michael Moore Hates America (2004)","(u'Wilson, Michael (XV)', None, None, None)" ","(u'Wilson, Michael (XV)', None, None, None)" ",,"(u'Abraham, Mike (I)', u"Himself - Mike's Deli", None, None) ",
"MOV Mickey Blue Eyes (1999)","(u'Kuhn, Robert (I)', None, None, u' (written by)') ","(u'Makin, Kelly', None, None, None)" ",,"(u'Grant, Hugh (I)', u'Michael Felgate', 1, None) ",
